massachusetts_blockislandferry_2015-11-13.gml.80.tgf;40.42078137397766;b'';None
test.tgf;39.93519616127014;b'';None
university-of-pretoria_20150805_1406.normalized.gml.80.tgf;39.92538070678711;b'';None
afinput_exp_cycles_indvary3_step4_batch_yyy03.tgf;39.96005606651306;b'';None
afinput_exp_acyclic_indvary3_step7_batch_yyy01.tgf;39.87640452384949;b'';None
massachusetts-archiver_20090912_0208.gml.50.tgf;39.90361833572388;b'';None
BA_40_80_4.tgf;39.80510878562927;b'';None
massachusetts_blockislandferry_2015-11-13.gml.80.tgf;39.78555679321289;b'';None
test.tgf;39.701979637145996;b'';None
university-of-pretoria_20150805_1406.normalized.gml.80.tgf;39.831663608551025;b'';None
afinput_exp_cycles_indvary3_step4_batch_yyy03.tgf;39.779017210006714;b'';None
afinput_exp_acyclic_indvary3_step7_batch_yyy01.tgf;39.857009172439575;b'';None
massachusetts-archiver_20090912_0208.gml.50.tgf;39.62360596656799;b'';None
BA_40_80_4.tgf;39.96632504463196;b'';None
